"ref_area","ref_area.label","source","source.label","indicator","indicator.label","sex","sex.label","classif1","classif1.label","classif2","classif2.label","time","obs_value","obs_status","obs_status.label","note_classif","note_classif.label","note_indicator","note_indicator.label","note_source","note_source.label"
"AGO","Angola","BA:13951","EFT - Encuesta de Empleo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",8.107,"B","Ruptura de serie",,,"I11:264","Ruptura en la serie: Metodología revisada","R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"AGO","Angola","BA:13951","EFT - Encuesta de Empleo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",12.282,"B","Ruptura de serie",,,"I11:264","Ruptura en la serie: Metodología revisada","R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",1.434,,,,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",1.434,,,,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",0.526,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",0.352,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",0.526,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",0.352,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",0.742,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",0.194,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",0.742,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",0.194,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",0.785,,,,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",0.785,,,,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",1.28,,,,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",0.821,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",1.28,,,,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ALB","Albania","BA:480","EFT - Encuesta de la Fuerza de Trabajo","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",0.821,"U","Poco fiable",,,,,"R1:3513","Repositorio: OIT-STATISTICS - Procesamiento de microdatos"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",29.947,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",29.352,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",29.947,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",29.352,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","AA:861","CP - Censo de Población","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",55.459,,,,,,,"S15:6276_S3:6_S12:6058_T2:83","Institución que produce los datos: Oficina Nacional de Estadística | Período de referencia de los datos: Primer semestre | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 14 años"
"ARG","Argentina","AA:861","CP - Censo de Población","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",50.488,,,,,,,"S15:6276_S3:6_S12:6058_T2:83","Institución que produce los datos: Oficina Nacional de Estadística | Período de referencia de los datos: Primer semestre | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 14 años"
"ARG","Argentina","AA:861","CP - Censo de Población","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",55.459,,,,,,,"S15:6276_S3:6_S12:6058_T2:83","Institución que produce los datos: Oficina Nacional de Estadística | Período de referencia de los datos: Primer semestre | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 14 años"
"ARG","Argentina","AA:861","CP - Censo de Población","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2022",50.488,,,,,,,"S15:6276_S3:6_S12:6058_T2:83","Institución que produce los datos: Oficina Nacional de Estadística | Período de referencia de los datos: Primer semestre | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 14 años"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",20.741,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",18.36,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",20.741,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2021",18.36,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",40.13,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",22.377,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",40.13,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2020",22.377,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",47.699,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",26.988,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",47.699,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARG","Argentina","BA:150","EFT - Encuesta Permanente de Hogares, Urbano","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2019",26.988,,,,,,,"R1:3513_S4:33","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura geográfica: Principales ciudades o áreas metropolitanas"
"ARM","Armenia","BB:173","EIGH - Encuesta de Condiciones de Vida de los Hogares","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",2.839,,,,,,,"R1:3513_T3:240","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura de edad - edad máxima: 75 años"
"ARM","Armenia","BB:173","EIGH - Encuesta de Condiciones de Vida de los Hogares","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_F","Mujeres","AGE_YTHADULT_Y15-24","Edad (Jóvenes, adultos): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",1.576,"U","Poco fiable",,,,,"R1:3513_T3:240","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura de edad - edad máxima: 75 años"
"ARM","Armenia","BB:173","EIGH - Encuesta de Condiciones de Vida de los Hogares","MST_TEAP_SEX_AGE_CBR_NB","Fuerza de trabajo según sexo, edad y lugar de nacimiento (miles)","SEX_M","Hombres","AGE_AGGREGATE_Y15-24","Edad (Tramos agregados): 15-24","CBR_BIR_FOREIGN","Lugar de nacimiento: Nacido en el extranjero","2023",2.839,,,,,,,"R1:3513_T3:240","Repositorio: OIT-STATISTICS - Procesamiento de microdatos | Cobertura de edad - edad máxima: 75 años"
